曲名,舞萌ID,舞萌类型,舞萌分类,舞萌谱面,舞萌BPM,舞萌版本,舞萌追加日期,舞萌是否锁定,舞萌别名,中二No.,中二分类,中二创作者,中二谱面,中二BPM,中二版本,中二别名
Jack-the-Ripper◆,459,STD,ゲーム＆バラエティ,STD 5 | STD 9 | STD 12 | STD 14,210,GreeN PLUS,2014-07-17,否,jack-the-ripper◆|ripper|开膛手|杰哥|jtr|杰哥雷普|开膛手杰克|jack the ripper|杰克开膛手,129,VARIETY,sasakure.UK,STD 4 | STD 8 | STD 11+ | STD 14,210,CHUNITHM PLUS,jack the ripper|开膛手杰克|杰克
幻想のサテライト,457,DX/STD,東方Project,DX 4 | DX 7+ | DX 10 | DX 13 ; STD 4 | STD 8 | STD 11 | STD 14,230,GreeN PLUS,2014-07-17,否,幻想のサテライト|卫星|标幻想卫星|幻想卫星|homo|幻想的卫星|标准幻想卫星|dx幻想卫星,217,東方Project,豚乙女,STD 3 | STD 7 | STD 11 | STD 14,230,AIR,幻想卫星
待チ人ハ来ズ。,456,STD,東方Project,STD 3 | STD 7+ | STD 9+ | STD 13,160,GreeN PLUS,2014-07-17,否,待チ人ハ来ズ。|待人来|等人|小伞|小伞歌|等的人没有来|待人未至|东方旋转木马,563,東方Project,豚乙女,STD 2 | STD 5 | STD 9+ | STD 13,160,AMAZON PLUS,
からくりピエロ,453,STD,niconico＆ボーカロイド,STD 3 | STD 6 | STD 10 | STD 12+ | STD 12+,102,GreeN PLUS,2014-07-17,否,からくりピエロ|🤡|活动沙口|活动小丑|小丑|派对小丑,192,niconico,40mP,STD 2 | STD 5 | STD 8 | STD 11+,102,AIR,活动小丑
レッツゴー!陰陽師,452,STD,ゲーム＆バラエティ,STD 2 | STD 7 | STD 9+ | STD 13,150,GreeN PLUS,2014-07-17,否,レッツゴー!陰陽師|let'go!阴阳师|恶灵退散！恶灵退散！恶灵退散！|超级蓝绿|阴阳师|林正英|挑眉|仪式魔法|sm9|不要笑挑战,278,VARIETY,「新豪血寺一族 -煩悩解放-」,STD 2 | STD 5 | STD 8 | STD 11+,150,AIR PLUS,阴阳师
Outlaw's Lullaby,450,STD,ゲーム＆バラエティ,STD 4 | STD 8+ | STD 10+ | STD 14,145,GreeN PLUS,2014-06-17,否,outlaw's lullaby|史蒂夫抽烟|ol|ehk|如龙|如龙2|公奶龙|史蒂夫抽烈焰棒|王源|亡命之徒的摇篮曲,541,VARIETY,庄司英徳「龍が如く２」,STD 3 | STD 7 | STD 10+ | STD 14,145,AMAZON PLUS,如龙
言ノ葉カルマ,448,STD,maimai,STD 4 | STD 7 | STD 10+ | STD 13 | STD 13,150,GreeN PLUS,2014-05-15,否,言ノ葉カルマ|言叶业|soraru|言叶|因果|言叶之业|言叶1,56,ゲキマイ,そらる・ろん×れるりり,STD 3 | STD 7 | STD 9+ | STD 13 | STD 14,150,CHUNITHM,言叶
エピクロスの虹はもう見えない,447,STD,東方Project,STD 3 | STD 7 | STD 9+ | STD 11+ | STD 13,155,GreeN PLUS,2014-05-15,否,エピクロスの虹はもう見えない|圣母|虹见|上海红茶馆|再见不到伊壁鸠鲁的彩虹|伊壁鸠鲁,19,東方Project,SYNC.ART'S feat.美里,STD 2 | STD 5 | STD 8 | STD 11,155,CHUNITHM,
患部で止まってすぐ溶ける～狂気の優曇華院,445,DX/STD,東方Project,DX 3 | DX 7+ | DX 11 | DX 13 ; STD 4 | STD 8 | STD 10+ | STD 13+ | STD 14,200,GreeN PLUS,2014-05-15,否,患部で止まってすぐ溶ける～狂気の優曇華院|患部溶解|患部|优云华院|兔子药|肛塞|优昙华院|座药|overdrive|狂气的优昙华院|标准患部|标患部|绫地宁宁|一把米诺|dx患部|兔子跳|狂气优昙华院|铃仙,120,東方Project,ARM＋夕野ヨシミ (IOSYS) feat.miko,STD 3 | STD 7 | STD 11 | STD 14 | STD 15,200,AIR,患部
CYCLES,433,STD,maimai,STD 6 | STD 8 | STD 10+ | STD 13,135,GreeN PLUS,2014-04-10,否,cycles|轮回|🐎🐸🦌|马瓦鲁|cyc|马哇路|马洼路|马瓦路|马挖路|饼饼快乐曲|吗哇路|cycle|🐴🐸🦌|挖马路,503,ゲキマイ,Masayoshi Minoshima feat. 綾倉盟,STD 2 | STD 5 | STD 8 | STD 11+,135,AMAZON,玛娃路|玛瓦鲁|圆圈|马瓦鲁
M.S.S.Planet,429,DX/STD,niconico＆ボーカロイド,DX 3 | DX 7 | DX 9+ | DX 12+ ; STD 3 | STD 7+ | STD 10+ | STD 12+,145,GreeN PLUS,2014-03-20,否,m.s.s.planet|我是地球|妈杀杀星球|mss|dxmss,69,niconico,M.S.S Project,STD 2 | STD 5 | STD 8 | STD 12,145,CHUNITHM,
DRAGONLADY,426,STD,ゲーム＆バラエティ,STD 4 | STD 8 | STD 12+ | STD 13+,150,GreeN PLUS,2014-02-26,否,dragonlady|喇叭|ub|舍得|纵连女士|龙女士|母奶龙|龙玉涛|尼美舒利|龙之梦|龙女,4,VARIETY,Nankumo/CUBE3,STD 4 | STD 6 | STD 11+ | STD 14,150,CHUNITHM PLUS,龙女士
お嫁にしなさいっ！,418,STD,東方Project,STD 3 | STD 7+ | STD 10+ | STD 12+,180,GreeN PLUS,2014-02-26,否,お嫁にしなさいっ！|婚礼|婚礼进行曲|女同7|东方萃翠酒醉|结婚|东方花嫁|萝莉嫁给我|嫁给我吧,562,東方Project,ARM＋夕野ヨシミ (IOSYS),STD 3 | STD 5 | STD 8 | STD 13,180,AMAZON PLUS,
sweet little sister,415,DX/STD,東方Project,DX 5 | DX 7 | DX 10 | DX 13 ; STD 4 | STD 7 | STD 10+ | STD 13,168,GreeN PLUS,2014-02-26,否,sweet little sister|甜小姐姐|小甜妹|sls|甜二妹|甜小妹|甜蜜小姐姐,14,東方Project,Silver Forest,STD 3 | STD 5 | STD 9+ | STD 11+,168,CHUNITHM,甜心小姐姐|甜二妹
天ノ弱,413,DX/STD,niconico＆ボーカロイド,DX 3 | DX 7 | DX 10 | DX 12+ ; STD 4 | STD 8 | STD 11 | STD 13,200,GreeN,2014-01-23,否,天ノ弱|天之弱|天弱|若叶睦|标准天之弱|dx天弱|dx天之弱,13,niconico,164,STD 2 | STD 5 | STD 8 | STD 11 | STD 13+,200,CHUNITHM,天弱|天之弱
セツナトリップ,410,DX/STD,niconico＆ボーカロイド,DX 2 | DX 7+ | DX 10+ | DX 13 ; STD 5 | STD 7+ | STD 11 | STD 13,145,GreeN,2014-01-09,否,セツナトリップ|标准刹那旅程|刹那旅程|标刹那旅途|刹那旅行|刹那|dx刹那旅程|dx刹那旅行|dx刹那,51,niconico,Last Note.,STD 2 | STD 5 | STD 8 | STD 13+,145,CHUNITHM,刹那旅程|册那旅途
裏表ラバーズ,407,STD,niconico＆ボーカロイド,STD 6 | STD 8 | STD 12+ | STD 13+,159,GreeN,2013-11-14,否,裏表ラバーズ|里表恋人|里表情人|里表|◐,106,niconico,wowaka,STD 3 | STD 6 | STD 9+ | STD 12 | STD 14,159,CHUNITHM,里表情人
ぽっぴっぽー,406,STD,niconico＆ボーカロイド,STD 4 | STD 7 | STD 9+ | STD 13,150,GreeN,2013-11-14,否,ぽっぴっぽー|菜蔬汁|popipo|波比波比|蔬菜歌|advent|波比波|蔬菜汁|哈基米,1187,niconico,ラマーズP,STD 3 | STD 5 | STD 9+ | STD 13+,150,CHUNITHM NEW PLUS,蔬菜歌|蔬菜汁
セガサターン起動音[H.][Remix],405,STD,ゲーム＆バラエティ,STD 2 | STD 7 | STD 11 | STD 13,148,GreeN,2013-11-14,否,セガサターン起動音[h.][remix]|世嘉土星启动音|大b圈|ss|转圈接四押|sbga|土星|启动音|起动音|世嘉土星|夸脱|mon3tr|sega saturn,1391,VARIETY,Hiro,STD 2 | STD 5 | STD 10 | STD 14,148,SUN PLUS,上虹推荐|启动音|土星
＊ハロー、プラネット。,404,DX/STD,niconico＆ボーカロイド,DX 2 | DX 7 | DX 9 | DX 12+ ; STD 3 | STD 6 | STD 9+ | STD 12+,150,GreeN,2013-11-14,否,"＊ハロー、プラネット。|hello planet|标准你好星球|你好星球|八口一|标准hello planet|dx你好星球|hello,planet.",632,niconico,sasakure.UK,STD 2 | STD 6 | STD 8 | STD 12+,150,CRYSTAL,hello planet
Garakuta Doll Play,402,STD,maimai,STD 6 | STD 9 | STD 13 | STD 14 | STD 14+,256,GreeN,2013-10-24,否,garakuta doll play|lbw|果丹皮|shq|性感小丑在线发牌|酸奶|金盆|扑克牌|管理|鬼牌|轨道炮|绿豆|小丑牌|小丑|🤡|joker|🃏|guy|gdp|国内生产总值|绿小丑|偶买噶|传奇宴谱王|斗地主|法国赌神,152,ゲキマイ,t+pazolite,STD 5 | STD 8+ | STD 13 | STD 15,256,CHUNITHM PLUS,gdp|四大天王|国民生产总值|小丑
しゅわスパ大作戦☆,401,STD,東方Project,STD 5 | STD 7 | STD 9+ | STD 12+,140,GreeN,2013-10-03,否,しゅわスパ大作戦☆|下药歌|ymn|修哇大作战|炎拳|修哇|大作战,784,東方Project,SOUND HOLIC feat. Nana Takahashi,STD 2 | STD 5 | STD 9 | STD 13,140,PARADISE,
全人類ノ非想天則,400,STD,東方Project,STD 4 | STD 7+ | STD 10+ | STD 13,168,GreeN,2013-10-03,否,全人類ノ非想天則|全人类|非想天则|高达|全人类的非想天则|则|绯想天|全人类的飞上天|超级机器人|非想天則,1275,東方Project,SOUND HOLIC feat. 匠眞,STD 3 | STD 6 | STD 9+ | STD 13,168,SUN,
放課後ストライド,399,STD,niconico＆ボーカロイド,STD 5 | STD 8 | STD 10+ | STD 13,225,GreeN,2013-10-03,否,放課後ストライド|放课后冲|放课后,444,niconico,Last Note.,STD 3 | STD 6 | STD 9+ | STD 12,225,STAR PLUS,放课后stride
ローリンガール,398,DX/STD,niconico＆ボーカロイド,DX 4 | DX 7+ | DX 10+ | DX 13 ; STD 4 | STD 7 | STD 9+ | STD 13,195,GreeN,2013-10-03,否,ローリンガール|roiling giri|rolling girl|翻滚少女|头皮屑|滚女,880,niconico,wowaka,STD 3 | STD 6 | STD 9 | STD 13,195,CHUNITHM NEW,rolling girl
L'épilogue,397,STD,maimai,STD 5 | STD 8 | STD 11+ | STD 13+,145,GreeN,2013-09-19,否,l'épilogue|法文歌|后记,354,ゲキマイ,SOUND HOLIC feat. Nana Takahashi,STD 2 | STD 5 | STD 9+ | STD 13,145,STAR,lepilogue|钟离
ウサテイ,392,STD,東方Project,STD 5 | STD 7 | STD 10+ | STD 14,190,GreeN,2013-09-05,否,ウサテイ|帝帝跑跑跑|石门快乐歌|因幡帝|🐇|乌撒|兔子跑|兔子快跑|小老帝|兔子|追逐战|兔子帝,425,東方Project,あまね＋ビートまりお(COOL＆CREATE),STD 3 | STD 6 | STD 9+ | STD 13+,190,AMAZON PLUS,
夜咄ディセイブ,391,STD,niconico＆ボーカロイド,STD 5 | STD 8+ | STD 12 | STD 13+,260,GreeN,2013-09-05,否,夜咄ディセイブ|夜咄deceive|kano角色歌|夜出|夜谈欺骗|夜咄,160,niconico,じん 「カゲロウプロジェクト」,STD 3 | STD 6 | STD 10 | STD 13+,130,CHUNITHM PLUS,夜咄
"Help me, ERINNNNNN!!（Band ver.）",390,STD,東方Project,STD 6 | STD 7 | STD 11+ | STD 12,183,GreeN,2013-09-05,否,永琳,54,東方Project,ビートまりお,STD 3 | STD 5 | STD 8 | STD 10+,184,CHUNITHM,
魔理沙は大変なものを盗んでいきました,389,DX/STD,東方Project,DX 3 | DX 6 | DX 10 | DX 13+ ; STD 6 | STD 7 | STD 9 | STD 13,170,GreeN,2013-09-05,否,魔理沙は大変なものを盗んでいきました|魔理沙|123123|魔理沙大变|魔理沙大变态|魔理沙痴|魔理沙偷走了重要的东西|大盗魔理沙|魔理沙偷走重要的东西|魔理沙大变盗|123|魔理沙大盗|魔理沙盗大变,55,東方Project,ARM＋夕野ヨシミ (IOSYS) feat.藤咲かりん,STD 3 | STD 6 | STD 8 | STD 12 | STD 15,170,CHUNITHM,魔理沙|魔理沙大变|魔理沙偷大便|魔理沙大便
いーあるふぁんくらぶ,380,DX/STD,niconico＆ボーカロイド,DX 2 | DX 6 | DX 8 | DX 11 ; STD 4 | STD 7 | STD 8+ | STD 12 | STD 12+,145,GreeN,2013-07-11,否,いーあるふぁんくらぶ|12|中日友好歌|12fan|fanclub|一二俱乐部|熊猫头|12fanclub|烟雾列车|dx王力宏|王力宏|周杰伦|一二粉丝俱乐部|1 2 fan club,253,niconico,みきとP,STD 2 | STD 5 | STD 8 | STD 11,145,AIR PLUS,一二粉丝俱乐部
Burning Hearts ～炎のANGEL～,379,STD,ゲーム＆バラエティ,STD 5 | STD 8 | STD 10+ | STD 12+ | STD 13+,155,GreeN,2013-07-11,否,burning hearts ～炎のangel～|炎天使|br|阳炎|烧心|炎之天使,342,VARIETY,光吉猛修「バーニングレンジャー」,STD 3 | STD 5 | STD 9+ | STD 13+,155,STAR,
ナイト・オブ・ナイツ,362,DX/STD,東方Project,DX 5 | DX 7+ | DX 11+ | DX 13 ; STD 4 | STD 8 | STD 12 | STD 13 | STD 14,180,GreeN,2013-07-11,否,ナイト・オブ・ナイツ|夜骑士|标夜骑|原版夜骑|st夜骑|std夜骑|nok|夜骑|标准夜骑|骑士之夜|night of knights|dx标夜骑|dx夜骑|幻梦,6,東方Project,ビートまりお,STD 3 | STD 6 | STD 9 | STD 12,188,CHUNITHM,夜骑
Grip & Break down !!,361,DX/STD,東方Project,DX 5 | DX 7 | DX 9 | DX 13 ; STD 4 | STD 7 | STD 9+ | STD 13,160,GreeN,2013-07-11,否,grip & break down !!|grip|gbd|红魔馆内战|grip &amp; break down !!|东方铁拳乡|红魔馆爆炸|说的道理,404,東方Project,SOUND HOLIC feat. Nana Takahashi,STD 3 | STD 6 | STD 9+ | STD 12+,160,AMAZON,
Bad Apple!! feat.nomico,360,STD,東方Project,STD 3 | STD 6 | STD 10+ | STD 12 | STD 13,138,GreeN,2013-07-11,否,坏苹果|好华为|烂苹果|吃一堑吃一堑|吃一堑吃一堑吃一堑|年年考年年错,16,東方Project,Masayoshi Minoshima,STD 1 | STD 5 | STD 8 | STD 11+,138,CHUNITHM,坏苹果|好华为|badapple|bad apple|烂苹果
チルノのパーフェクトさんすう教室,359,DX/STD,東方Project,DX 3 | DX 6 | DX 9+ | DX 13 ; STD 3 | STD 7 | STD 10 | STD 13,175,GreeN,2013-07-11,否,チルノのパーフェクトさんすう教室|琪露诺的完美算术教室|琪露诺的完美算数教室|数学课堂|⑨|算数教室|琪露诺|⑨章算数|baka|算术教室|琪露诺教室|9教室|1+1=9|幻想乡没有巴士|这是啥子角色,53,東方Project,ARM＋夕野ヨシミ (IOSYS) feat.miko,STD 3 | STD 5 | STD 8 | STD 12+,175,CHUNITHM,数学教室|9
カゲロウデイズ,358,STD,niconico＆ボーカロイド,STD 5 | STD 7 | STD 11+ | STD 13 | STD 14,200,GreeN,2013-07-11,否,カゲロウデイズ|车祸歌|阳炎眩乱|车祸曲|阳炎|车祸,537,niconico,じん,STD 3 | STD 6 | STD 8 | STD 13+,200,AMAZON PLUS,阳炎眩乱|阳炎
脳漿炸裂ガール,357,DX/STD,niconico＆ボーカロイド,DX 4 | DX 6 | DX 11 | DX 12+ ; STD 5 | STD 7 | STD 12+ | STD 14,155,GreeN,2013-07-11,否,脳漿炸裂ガール|力一儿|脑浆炸裂少女|脑浆炸裂|脑浆炸裂女孩|脑浆炸裂谱|🤯👧|标🤯|脑浆炸裂力一儿|麦当劳1+1|脑裂|标脑浆|吸溜|标脑|脑浆|🤯|标准脑浆|dx脑浆炸裂|dx脑浆|脑瘫炸裂|brain fluid explosion girl,107,niconico,れるりり,STD 3 | STD 7 | STD 10+ | STD 13+ | STD 15,155,CHUNITHM,脑浆|脑浆炸裂|脑浆炸裂女孩
39,345,DX/STD,niconico＆ボーカロイド,DX 3 | DX 7 | DX 9 | DX 12+ ; STD 5 | STD 8+ | STD 11 | STD 13 | STD 13,175,maimai PLUS,2013-03-18,否,39|标39|初音未来|标准39|dx39|谢谢|三九|thank you|阿里嘎多,544,niconico,sasakure.UK x DECO*27,STD 3 | STD 6 | STD 8+ | STD 11+,175,AMAZON PLUS,
Tell Your World,338,STD,niconico＆ボーカロイド,STD 6 | STD 7 | STD 10 | STD 12 | STD 13,150,maimai PLUS,2013-03-07,否,tell your world|告诉你的世界|tyw,200,niconico,livetune,STD 3 | STD 5 | STD 8 | STD 11,150,,pjsk新手教程
Like the Wind [Reborn],335,STD,ゲーム＆バラエティ,STD 6 | STD 9 | STD 11 | STD 14,200,maimai PLUS,2013-02-20,否,like the wind [reborn]|蓝的盆|一块钱|莱克.德.万帝|野兽先辈|动力甩尾|十段之壁|像风一样自由|像风一样|像风一样复兴的|如风|三潭印月,280,ゲキマイ,sampling masters MEGA「パワードリフト」,STD 4 | STD 8 | STD 11 | STD 14,200,AIR PLUS,一块钱
御旗のもとに,329,DX/STD,ゲーム＆バラエティ,DX 3 | DX 6 | DX 10+ | DX 12+ ; STD 5 | STD 7+ | STD 12 | STD 12+,147,maimai PLUS,2013-01-17,否,御旗のもとに|妹妹v50|御旗|dx御旗,622,VARIETY,「サクラ大戦３ ～巴里は燃えているか～」,STD 2 | STD 5 | STD 9 | STD 12,147,CRYSTAL,
千本桜,319,DX/STD,niconico＆ボーカロイド,DX 4 | DX 6 | DX 9 | DX 12 ; STD 6 | STD 8 | STD 10+ | STD 13,154,maimai PLUS,2012-12-13,否,,3,niconico,黒うさP,STD 3 | STD 5 | STD 8 | STD 12+ | STD 13+,154,CHUNITHM,千本樱
ゴーゴー幽霊船,318,DX/STD,niconico＆ボーカロイド,DX 3 | DX 7 | DX 10 | DX 13 ; STD 5 | STD 8 | STD 11 | STD 12+,180,maimai PLUS,2012-12-13,否,ゴーゴー幽霊船|幽灵船|gogo幽灵船|憋憋憋,407,POPS & ANIME,米津玄師,STD 3 | STD 5 | STD 9+ | STD 13,180,STAR PLUS,幽灵船
スイートマジック,317,STD,niconico＆ボーカロイド,STD 4 | STD 7 | STD 10+ | STD 12,123,maimai PLUS,2012-12-13,否,スイートマジック|甜甜魔法|sm|羽泽鸫|sweet magic|sweetmagic|swmg|甜蜜魔法,359,niconico,ろん×Junky,STD 2 | STD 5 | STD 8 | STD 11+,123,STAR,
腐れ外道とチョコレゐト,316,STD,niconico＆ボーカロイド,STD 6 | STD 9 | STD 12+ | STD 13+,260,maimai PLUS,2012-12-13,否,腐れ外道とチョコレゐト|外道|异端|该死的异端及巧克力|巧克力|腐外道|红雷小曲|🍫|该死的异端和巧克力,70,niconico,ピノキオピー,STD 3 | STD 6 | STD 9+ | STD 13+ | STD 14+,260,CHUNITHM,腐外道|异端巧克力
ロミオとシンデレラ,314,STD,niconico＆ボーカロイド,STD 5 | STD 8+ | STD 11 | STD 12+ | STD 13,170,maimai PLUS,2012-12-13,否,ロミオとシンデレラ|罗密欧与辛德瑞拉|灰姑娘|罗密欧|罗密欧与仙度瑞拉|罗密欧与灰姑娘|口三才|罗密欧和辛德瑞拉|辛德瑞拉|罗密欧辛德瑞拉,201,niconico,doriko,STD 3 | STD 6 | STD 10 | STD 11+,170,AIR,罗密欧与辛德瑞拉
おちゃめ機能,311,STD,niconico＆ボーカロイド,STD 5 | STD 8 | STD 9 | STD 13+,150,maimai PLUS,2012-12-13,否,おちゃめ機能|机能|五月病|天真浪漫机能|天真烂漫机能,452,niconico,ろん,STD 2 | STD 5 | STD 8 | STD 12+,150,,天真烂漫机能
Reach For The Stars,308,STD,ゲーム＆バラエティ,STD 5 | STD 8+ | STD 10+ | STD 13+,203,maimai,2012-11-07,否,reach for the stars|一拳超人|索尼克缤纷色彩|立直为了星|索3|摘星|追星1|追星|索尼克,1189,VARIETY,ソニック カラーズ,STD 3 | STD 6 | STD 9+ | STD 13 | STD 13+,203,CHUNITHM,追星
マトリョシカ,298,STD,niconico＆ボーカロイド,STD 6 | STD 8+ | STD 9+ | STD 11+ | STD 13,205,maimai,2012-07-11,否,マトリョシカ|俄罗斯套娃|套娃|😋🤗,406,niconico,ハチ,STD 3 | STD 6 | STD 9+ | STD 12+,205,STAR PLUS,
ジングルベル,297,DX/STD,maimai,DX 5 | DX 7+ | DX 10+ | DX 14+ ; STD 6 | STD 7+ | STD 10+ | STD 14 | STD 14,100,maimai,2015-03-19,否,ジングルベル|铃儿响叮当|别急15|标圣诞|圣诞歌|jingle bell|鸡公煲|圣诞树|🎄|圣诞|标准圣诞|dx圣诞|dx圣诞歌|dx鸡公煲,101,POPS & ANIME,SEGA Sound Unit[H.],STD 2 | STD 5 | STD 8+ | STD 14+ | STD 15,100,CHUNITHM,圣诞歌|圣诞|屎|鸡公煲|金钩表
ワールズエンド・ダンスホール,293,STD,niconico＆ボーカロイド,STD 7 | STD 8 | STD 9+ | STD 13 | STD 13,171,maimai,2012-07-11,否,ワールズエンド・ダンスホール|世终舞厅|舞厅|末世舞厅|双关门|世末舞厅|漠河舞厅|world's end dancehall|世界结束舞厅,553,niconico,wowaka,STD 2 | STD 6 | STD 9 | STD 12+,171,AMAZON PLUS,末世舞厅|世末舞厅
アンダーキッズ,260,DX,POPS＆アニメ,DX 5 | DX 7 | DX 10+ | DX 13,225,BUDDiES,2023-09-14,否,,1518,niconico,ツユ,STD 4 | STD 7 | STD 9 | STD 13+,225,,
アマカミサマ,259,DX,POPS＆アニメ,DX 3 | DX 6 | DX 9 | DX 12+,174,FESTiVAL,2022-11-04,否,アマカミサマ|天神|amakamisama|天神大人|美少女跳楼|阿妈卡密萨马,1296,POPS & ANIME,名取さな,STD 3 | STD 6 | STD 9+ | STD 11+,174,SUN,
Mr. Wonderland,175,STD,niconico＆ボーカロイド,STD 5 | STD 6 | STD 9 | STD 13,140,PiNK PLUS,2016-07-14,否,,148,niconico,sasakure.UK,STD 3 | STD 6 | STD 11+ | STD 14,140,CHUNITHM PLUS,mr wonderland
UNION,166,DX,POPS＆アニメ,DX 3 | DX 7 | DX 10 | DX 11+,178,maimaiでらっくす,2019-07-19,否,,575,POPS & ANIME,OxT「SSSS.GRIDMAN」,STD 3 | STD 6 | STD 9+ | STD 12,178,CRYSTAL,
Daydream café,162,DX/STD,POPS＆アニメ,DX 3 | DX 6 | DX 8 | DX 11+ ; STD 4 | STD 6 | STD 8 | STD 12,150,PiNK PLUS,2016-06-30,否,,248,POPS & ANIME,Petit Rabbit's「ご注文はうさぎですか？」,STD 3 | STD 5 | STD 8 | STD 11 | STD 12+,150,,点兔
甲賀忍法帖,155,STD,POPS＆アニメ,STD 4 | STD 6 | STD 9+ | STD 11 | STD 12+,178,MiLK PLUS,2018-11-06,否,,793,POPS & ANIME,陰陽座,STD 3 | STD 5 | STD 9 | STD 12+,178,,
Deep in Abyss,152,STD,POPS＆アニメ,STD 4 | STD 6 | STD 9 | STD 12,135,FiNALE,2019-03-22,否,,850,POPS & ANIME,リコ（CV：富田美憂）、レグ（CV：伊瀬茉莉也）「メイドインアビス」,STD 2 | STD 5 | STD 8+ | STD 11+,135,,
ホシトハナ,135,STD,POPS＆アニメ,STD 4 | STD 6 | STD 7 | STD 10+,158,MURASAKi PLUS,2017-11-09,否,,335,POPS & ANIME,讃州中学勇者部(照井春佳、三森すずこ、内山夕実、黒沢ともよ、長妻樹里)「結城友奈は勇者である」,STD 3 | STD 5 | STD 9 | STD 11,162,STAR,
カノン,101,STD,POPS＆アニメ,STD 5 | STD 7 | STD 9 | STD 10+,208,ORANGE PLUS,2015-10-08,否,,1372,niconico,柊マグネタイト　feat.可不,STD 3 | STD 6 | STD 9 | STD 12+,185,SUN PLUS,
残酷な天使のテーゼ,84,STD,POPS＆アニメ,STD 4 | STD 6 | STD 7 | STD 9,128,GreeN,2013-07-11,否,,867,POPS & ANIME,高橋洋子「新世紀エヴァンゲリオン」,STD 2 | STD 5 | STD 8 | STD 11,128,,残酷天使
New World,64,STD,POPS＆アニメ,STD 4 | STD 6 | STD 7 | STD 9,127,maimai,2012-07-11,否,,1849,東方Project,FELT,STD 3 | STD 6 | STD 10+ | STD 13,195,X-VERSE-X,
うまぴょい伝説,54,DX,POPS＆アニメ,DX 5 | DX 6 | DX 9+ | DX 11 | DX 13,170,UNiVERSE PLUS,2022-03-24,否,,991,POPS & ANIME,スペシャルウィーク （CV.和氣あず未）、サイレンススズカ （CV.高野麻里佳）、トウカイテイオー （CV.Machico）,STD 3 | STD 6 | STD 9+ | STD 12+,170,,
あの世行きのバスに乗ってさらば。,53,DX,POPS＆アニメ,DX 3 | DX 7+ | DX 11+ | DX 13,240,UNiVERSE PLUS,2022-03-24,否,,1139,niconico,ツユ,STD 3 | STD 6 | STD 9+ | STD 12+,240,,地雷男|男刀
くらべられっ子,52,DX,POPS＆アニメ,DX 2 | DX 7 | DX 9+ | DX 11 | DX 13,194,UNiVERSE PLUS,2022-03-24,否,,1138,niconico,ツユ,STD 3 | STD 5 | STD 9 | STD 12+,194,,被比较的孩子|男刀|地雷男
愛のシュプリーム！,51,DX,POPS＆アニメ,DX 1 | DX 6 | DX 8 | DX 12+,135,UNiVERSE PLUS,2022-03-24,否,,1147,POPS & ANIME,fhána「小林さんちのメイドラゴンS」,STD 2 | STD 5 | STD 9 | STD 12,135,,
テリトリーバトル,50,DX,オンゲキ＆CHUNITHM,DX 4 | DX 6 | DX 10 | DX 13+,140,UNiVERSE PLUS,2022-03-24,否,,748,ORIGINAL,ツユ,STD 2 | STD 5 | STD 9 | STD 12,140,,领土战争|小南娘|小男娘|日服男刀
さんさーら！,49,DX,ゲーム＆バラエティ,DX 3 | DX 6 | DX 8+ | DX 12+,140,UNiVERSE,2021-09-22,否,,1023,POPS & ANIME,ARuFa,STD 2 | STD 5 | STD 9+ | STD 12+,140,CHUNITHM NEW PLUS,
泥の分際で私だけの大切を奪おうだなんて,45,DX,POPS＆アニメ,DX 2 | DX 7+ | DX 10+ | DX 13+,225,UNiVERSE,2021-11-26,否,,1140,niconico,ツユ,STD 3 | STD 6 | STD 10 | STD 13,225,,泥歌
うっせぇわ,42,DX,POPS＆アニメ,DX 3 | DX 7 | DX 9+ | DX 11+ | DX 13,178,UNiVERSE,2021-09-16,否,,992,POPS & ANIME,Ado,STD 3 | STD 5 | STD 9 | STD 12+,178,,
