No.,乐曲类型,曲名,类型,难易度,等级,谱面定数,BPM,版本,追加日期,是否锁定,别名
631,STD,だんだん早くなる,STD,MASTER,12,12,160,MURASAKi (紫),2017-04-18,否,だんだん早くなる|渐渐加速|末白|蛋蛋变快|蛋蛋|跑男|蛋蛋加速|越战越勇|专注轻机枪|渐变快|渐渐加快|闲鱼客服|越来越快|秃老头|逐渐加速|当当哈呀库那路|蛋蛋歌|渐渐变急|渐渐变快|哈压库|动力小子|走路歌|逐渐变快|慢慢变快|别急8|走路人|逐渐加快|早|一笔画|越走越快|当当哈压库
626,STD,ポップミュージックは僕のもの,STD,MASTER,12,12.5,135,MURASAKi (紫),2017-03-09,否,ポップミュージックは僕のもの|星星蛋白|超市里莎莎|南通|男同歌|我徒弟呢|男同|男童歌|照镜子|流行音乐是我的东西|镜子
614,STD,踊れオーケストラ,STD,MASTER,12,12,180,MURASAKi (紫),2017-01-24,否,踊れオーケストラ|踊|随管弦乐起舞
608,DX/STD,色は匂へど散りぬるを,STD,MASTER,12,12.5,138,MURASAKi (紫),2016-12-15,否,色は匂へど散りぬるを|老年人活动中心|花开艳丽终散落|花艳终散|花朵艳丽终会散落|伊洛瓦|色散|dx色散|花朵艳丽
605,DX/STD,回レ！雪月花,DX,MASTER,12,12.5,160,でらっくす (熊),2016-12-15,否,
578,STD,洗脳,STD,MASTER,12,12.4,125,PiNK+ (櫻),2016-07-28,否,洗脳|洗脑
552,STD,ラブリー☆えんじぇる!!,STD,MASTER,12,12.5,173,PiNK (桃),2016-03-03,否,ラブリー☆えんじぇる!!|女同14|可爱天使
548,STD,願いを呼ぶ季節,STD,MASTER,12,12.5,170,PiNK (桃),2016-02-04,否,願いを呼ぶ季節|呼唤愿望的季节|季节|梦想夏乡|梦想夏乡主题曲|红蓝|愿呼季节
532,STD,Counselor,STD,MASTER,12,12.4,135,PiNK (桃),2015-12-09,否,counselor|小护士|律师
509,STD,妄想税,STD,MASTER,12,12,134,ORANGE+ (暁),2015-05-14,否,
502,STD,ってゐ！ ～えいえんてゐVer～,STD,MASTER,12,12.5,156,ORANGE+ (暁),2015-03-19,否,ってゐ！ ～えいえんてゐver～|永远亭|因幡帝|翘屁股|屁股|翘臀|帝帝|粉裙子
498,DX/STD,ナミダと流星,STD,MASTER,12,12.5,190,ORANGE+ (暁),2015-03-19,否,ナミダと流星|晓代主题曲|眼泪流星|标准流星|泪与流星|流星|眼泪与流星|dx流星|泪水和流星
492,STD,Heart Beats,STD,MASTER,12,12.4,128,ORANGE (橙),2015-02-05,否,heart beats|喝茶|心跳|铅笔画|幸福的兔子
481,STD,shake it!,STD,MASTER,12,12.5,130,ORANGE (橙),2014-11-13,否,shake it!|摇它|骑自行车的男人|shake it|骑车|自行车
475,STD,Link,STD,MASTER,12,12.5,198,ORANGE (橙),2014-09-18,否,link|cof|链接|朋友圈|林克
470,STD,明星ロケット,STD,MASTER,12,12.5,163,ORANGE (橙),2014-09-18,否,明星ロケット|幻想事变|明星火箭|明星|明星rocket
466,STD,ハロ／ハワユ,STD,MASTER,12,12,95,GreeN+ (檄),2014-09-04,否,ハロ／ハワユ|八口|hello/HowDearYou|ハロ|hello，how are you|hello how are you|hello/howareyou|你好/你咋了|你好|hello
465,STD,むかしむかしのきょうのぼく,STD,MASTER,12,12.5,130,GreeN+ (檄),2014-09-04,否,
458,STD,バラライカ,STD,MASTER,12,12,140,GreeN+ (檄),2014-07-17,否,バラライカ|空手|空手道|亚拉那一卡
439,STD,電車で電車でGO!GO!GO!GC! -GMT remix-,STD,MASTER,12,12.5,134,GreeN+ (檄),2014-04-17,否,電車で電車でgo!go!go!gc! -gmt remix-|电车|电车go|电车难题
431,STD,かせげ！ジャリンコヒーロー,STD,MASTER,12,12.5,186,GreeN+ (檄),2014-04-07,否,かせげ！ジャリンコヒーロー|¥|哈姆|哈姆？|英雄银行
424,STD,アゲアゲアゲイン,STD,MASTER,12,12.5,175,GreeN+ (檄),2014-02-26,否,
420,STD,林檎華憐歌,STD,MASTER,12,12.5,144,GreeN+ (檄),2014-02-26,否,林檎華憐歌|大妈唱歌|马妈歌|苹果歌|拜拜拜拜|林檎|小苹果|拜拜|林檎华怜歌
390,STD,"Help me, ERINNNNNN!!（Band ver.）",STD,MASTER,12,12.5,183,GreeN (超),2013-09-05,否,永琳
380,DX/STD,いーあるふぁんくらぶ,STD,MASTER,12,12.2,145,GreeN (超),2013-07-11,否,いーあるふぁんくらぶ|12|中日友好歌|12fan|fanclub|一二俱乐部|熊猫头|12fanclub|烟雾列车|dx王力宏|王力宏|周杰伦|一二粉丝俱乐部|1 2 fan club
374,STD,Cosmic Train,STD,MASTER,12,12.5,140,GreeN (超),2013-07-11,否,cosmic train|星穹列车|green主题曲|小星穹铁道|地铁|星穹铁道|星空列车|ct|超代主题曲|宇宙列车
364,STD,Her Dream Is To Be A Fantastic Sorceress,STD,MASTER,12,12,170,GreeN (超),2013-07-11,否,her dream is to be a fantastic sorceress|她的梦想是成为一名出色的女巫
360,STD,Bad Apple!! feat.nomico,STD,MASTER,12,12.5,138,GreeN (超),2013-07-11,否,坏苹果|好华为|烂苹果|吃一堑吃一堑|吃一堑吃一堑吃一堑|年年考年年错
340,STD,Link,STD,MASTER,12,12.5,132,maimai+ (真),2013-03-14,否,link|cof|链接|朋友圈|林克
338,STD,Tell Your World,STD,MASTER,12,12.4,150,maimai+ (真),2013-03-07,否,tell your world|告诉你的世界|tyw
332,STD,maimaiちゃんのテーマ,STD,MASTER,12,12.4,136,maimai+ (真),2013-01-17,否,maimaiちゃんのテーマ|maimai酱|真代主题曲|舞萌酱|maimai酱的主题
327,STD,犬日和。,STD,MASTER,12,12.4,138,maimai+ (真),2013-01-17,否,犬日和。|犬日和|狗日和|狗天气|狗日的|哈皮|日和|狗日子
326,DX/STD,Starlight Disco,STD,MASTER,12,12.4,128,maimai+ (真),2012-12-13,否,starlight disco|标星光|星光|星光迪斯科|绿色圆圈|starlightdisco|dx星光
319,DX/STD,千本桜,DX,MASTER,12,12.5,154,でらっくす (熊),2012-12-13,否,
317,STD,スイートマジック,STD,MASTER,12,12.4,123,maimai+ (真),2012-12-13,否,スイートマジック|甜甜魔法|sm|羽泽鸫|sweet magic|sweetmagic|swmg|甜蜜魔法
315,STD,Sweetiex2,STD,MASTER,12,12.4,125,maimai+ (真),2012-12-13,否,sweetiex2|教室
307,STD,Rooftop Run: Act1,STD,MASTER,12,12.4,152,maimai (真),2012-11-07,否,rooftop run: act1|rooftop run|屋顶跑|索2|屋顶跑步|屋顶跑路：动作1|索尼克2|逃离屋顶
303,STD,SHOW TIME,STD,MASTER,12,12.5,120,maimai (真),2012-09-13,否,show time|怪盗基德|马可波罗|修胎么
300,STD,きみのためなら死ねる,STD,MASTER,12,12.5,147,maimai (真),2012-09-13,否,きみのためなら死ねる|死|为了你而死|为你而死|失败的man|女人抓头
296,STD,BaBan!! －甘い罠－,STD,MASTER,12,12.5,161,maimai (真),2012-07-11,否,baban!! －甘い罠－|甘民|baban|八班|甜蜜陷阱
295,STD,オレンジの夏,STD,MASTER,12,12.4,132,maimai (真),2012-07-11,否,オレンジの夏|砂狼白子|菊次郎的夏天|夏|橙色夏天|橙之夏|女人骑自行车|橘之夏|🎞️|橙色的夏天|自行车|洋车的
294,STD,パンダヒーロー,STD,MASTER,12,12.4,190,maimai (真),2012-07-11,否,パンダヒーロー|熊猫英雄|会员制餐厅|panda hero
291,STD,教えて!! 魔法のLyric,STD,MASTER,12,12.4,180,maimai (真),2012-07-11,否,教えて!! 魔法のlyric|教教|教魔法|教我魔法|教|教我魔法歌词
288,STD,Beat Of Mind,STD,MASTER,12,12.5,140,maimai (真),2012-07-11,否,beat of mind|打脑阔|买了麦乐鸡|心跳|bom|彩虹糖|红鼻子男|阳超市|nmb的mai
283,DX/STD,ハッピーシンセサイザ,STD,MASTER,12,12.5,127,maimai (真),2012-07-11,否,ハッピーシンセサイザ|快乐合成器|断手器|dx快乐合成器|happy synthesizer|快乐断手器
282,STD,jelly,STD,MASTER,12,12.4,128,maimai (真),2012-07-11,否,jelly|果冻
281,STD,come again,STD,MASTER,12,12.4,130,maimai (真),2012-07-11,否,come again|cum again|舞立方踩在脚下|再冲一次|再来|再来一遍|再来一次
272,STD,In Chaos,STD,MASTER,12,12.5,140,maimai (真),2012-07-11,否,in chaos|阴超市|🐴|🐴！|inchaos|有害的音乐|音超市|马叫|因超市|混乱|在混乱中|驴叫|陷入混乱|发出马叫|在超市里|有益的音乐
269,STD,Color My World,STD,MASTER,12,12.4,94,maimai (真),2012-07-11,否,color my world|cmw|悲怆|颜色我世界|302|颜色我的世界
268,STD,True Love Song,STD,MASTER,12,12.4,150,maimai (真),2012-07-11,否,true love song|会员制餐厅|真的爱情歌|糖糖|小管弦乐|真爱歌|真爱|真情歌
254,STD,全世界共通リズム感テスト,STD,MASTER,12,12,120,ORANGE+ (暁),2015-04-01,否,
176,DX,ジャガーノート,DX,MASTER,12,12,190,でらっくす (熊),2019-07-11,否,
173,STD,絵の上手かった友達,STD,MASTER,12,12,128,PiNK (桃),2016-04-07,否,
171,DX,POPPY PAPPY DAY,DX,MASTER,12,12,157,でらっくす (熊),2019-09-06,否,
169,DX,乗ってけ！ジャパリビート,DX,MASTER,12,12,134,でらっくす (熊),2019-07-11,否,
165,DX,Clattanoia,DX,MASTER,12,12,190,でらっくす (熊),2019-09-06,否,
163,DX/STD,コネクト,STD,MASTER,12,12,175,maimai (真),2012-07-11,否,
162,DX/STD,Daydream café,STD,MASTER,12,12,150,PiNK+ (櫻),2016-06-30,否,
152,STD,Deep in Abyss,STD,MASTER,12,12,135,FiNALE (輝),2019-03-22,否,
151,DX/STD,かくしん的☆めたまるふぉ～ぜっ！,DX,MASTER,12,12,139,PiNK (桃),2015-12-09,否,
109,STD,Falling Roses,STD,MASTER,12,12,200,PiNK (桃),2016-03-03,否,
96,STD,みかんのうた,STD,MASTER,12,12,288,ORANGE (橙),2014-09-18,否,
57,DX,吾輩よ猫であれ,DX,MASTER,12,12.2,136,UNiVERSE+ (星),2022-04-15,否,
55,DX,YONA YONA DANCE,DX,MASTER,12,12.5,145,UNiVERSE+ (星),2022-03-24,否,
44,DX,MOON NIGHTのせいにして,DX,MASTER,12,12,141,UNiVERSE (宙),2021-09-16,否,
43,DX,Shooting Stars,DX,MASTER,12,12.5,150,UNiVERSE (宙),2021-09-16,否,
40,DX,Shiny Smily Story,DX,MASTER,12,12.5,168,Splash+ (煌),2021-08-05,否,
38,DX,乙女のルートはひとつじゃない！,DX,MASTER,12,12,192,Splash+ (煌),2021-07-09,否,
32,DX,MIRACLE RUSH,DX,MASTER,12,12,168,Splash (爽),2020-10-30,否,
29,DX,ノーポイッ!,DX,MASTER,12,12,158,Splash (爽),2020-09-17,否,
28,DX,馬と鹿,DX,MASTER,12,12,91,でらっくす+ (華),2020-01-23,否,
27,DX,六厘歌,DX,MASTER,12,12,140,でらっくす+ (華),2020-06-19,否,
24,DX,異世界かるてっと,DX,MASTER,12,12,148,でらっくす+ (華),2020-01-23,否,
22,DX,青空のラプソディ,DX,MASTER,12,12.5,135,でらっくす+ (華),2020-01-23,否,
20,DX,徒花ネクロマンシー,DX,MASTER,12,12,172,でらっくす (熊),2019-10-04,否,
14,STD,Los! Los! Los!,STD,MASTER,12,12.6,240,MiLK (白),2018-01-23,否,
11,STD,名探偵連続殺人事件,STD,MASTER,12,12,140,MURASAKi+ (菫),2017-11-21,否,
8,STD,ブリキノダンス,STD,MASTER,12,12.5,172,MiLK+ (雪),2018-08-07,否,
5,STD,おじゃま虫,STD,MASTER,12,12,143,ORANGE+ (暁),2015-09-17,否,
3,STD,1/3の純情な感情,STD,MASTER,12,12,152,ORANGE+ (暁),2015-07-16,否,
2,STD,Our Fighting,STD,MASTER,12,12.5,165,ORANGE+ (暁),2015-06-05,否,
1,DX/STD,君の知らない物語,DX,MASTER,12,12,181,でらっくす+ (華),2013-07-11,否,
1809,DX,LEMON MELON COOKIE,DX,MASTER,11+,11.7,180,CiRCLE+,2026-05-29,否,
1773,DX,ダイダイダイダイダイキライ,DX,MASTER,11+,11.8,130,CiRCLE+,2026-03-19,否,
1767,DX,BOW AND ARROW （アニメ・オープニングver.）,DX,MASTER,11+,11.8,180,CiRCLE+,2026-03-19,否,
1688,DX,モニタリング,DX,MASTER,11+,11.8,132,CiRCLE (丸),,否,
1596,DX,メズマライザー,DX,MASTER,11+,11.9,185,PRiSM+ (彩),2025-03-13,否,メズマライザー|催眠术
1594,DX,ビビデバ,DX,MASTER,11+,11.8,120,PRiSM+ (彩),2025-03-13,否,ビビデバ|bibbideba
1593,DX,はいよろこんで,DX,MASTER,11+,11.6,147,PRiSM+ (彩),2025-03-13,否,はいよろこんで|乐意效劳
1540,DX,プラネタリウム・レヴュー,DX,MASTER,11+,11.8,170,PRiSM (鏡),2024-11-08,否,プラネタリウム・レヴュー|银河座
1514,DX,唱,DX,MASTER,11+,11.8,132,PRiSM (鏡),2024-09-12,否,唱
1513,DX,ダーリンダンス,DX,MASTER,11+,11.8,153,PRiSM (鏡),2024-09-12,否,ダーリンダンス|darling dance|达令跳舞
1511,DX,勇者,DX,MASTER,11+,11.7,104,PRiSM (鏡),2024-09-12,否,勇者
1438,DX,酔いどれ知らず,DX,MASTER,11+,11.6,115,BUDDiES+ (宴),2024-03-21,否,酔いどれ知らず|不知醉
1437,DX,ラビットホール,DX,MASTER,11+,11.8,173,BUDDiES+ (宴),2024-03-21,否,ラビットホール|兔子洞|rabbithole|初音未来下海|rabbit hole
1432,DX,INTERNET YAMERO,DX,MASTER,11+,11.9,185,BUDDiES+ (宴),2024-03-21,否,internet yamero|地雷女2|超天酱2|快远离互联网|卷纸maimai|互联网太棒了|躁郁症|†升天†|马赛克2|200个绝赞|朝天椒2|地雷女不要啊|互联网毁了我|yamero
1353,DX,バグ,DX,MASTER,11+,11.8,186,BUDDiES (双),2023-09-14,否,バグ|八夕|mfy3|紫皮糖|故障|bug|月狼鸟了没分|八股|咕噜咕噜|爸爸的雷达
1351,DX,青春コンプレックス,DX,MASTER,11+,11.8,190,BUDDiES (双),2023-09-14,否,
1278,DX,神っぽいな,DX,MASTER,11+,11.7,142,FESTiVAL+ (祝),2023-03-23,否,神っぽいな|像神一样呐|像神一样|神|像神一样啊|神呐|黑化初音|风拂过之处|像神
1211,DX,ヴィラン,DX,MASTER,11+,11.8,102,FESTiVAL (祭),2022-09-15,否,ヴィラン|碧浪|恶者|反派|villan|反派角色|villain|糜烂
1144,DX,ヴァンパイア,DX,MASTER,11+,11.7,164,UNiVERSE+ (星),2022-03-24,否,ヴァンパイア|做核酸|玩牌儿|袁绍|玩牌呀|nichan|miku口罩|vampire|吸血鬼|口罩妹|棒棒鸭|核酸检测
1087,DX,廻廻奇譚,DX,MASTER,11+,11.6,185,UNiVERSE (宙),2021-09-16,否,廻廻奇譚|灰灰鸡蛋|廻廻奇谭|奇谭|回回奇谈|保龄球|🤞|咒术回战|🎳|咒术回战主题曲|轮回奇谭|回回奇谭
1080,DX,テレキャスタービーボーイ,DX,MASTER,11+,11.6,182,UNiVERSE (宙),2021-09-16,否,テレキャスタービーボーイ|电吉他说唱男孩|telecaster b-boy|♡|电吉他b男|比心|我爱你|tbb|电视广播员蜜蜂男孩|合体|bboy|telecaster b boy|pop子
968,DX,とりあえずアナタがいなくなるまえに,DX,MASTER,11+,11.6,140,Splash (爽),2020-10-01,否,とりあえずアナタがいなくなるまえに|电视机|电视|电视头|📺|小电视|总之在你消逝之前
872,DX,アマツキツネ,DX,MASTER,11+,11.6,190,でらっくす (熊),2019-09-20,否,アマツキツネ|天狗|兰立忠|👍😁👍|刻俄柏|天狐
867,DX,39みゅーじっく！,DX,MASTER,11+,11.6,130,でらっくす (熊),2019-08-22,否,39みゅーじっく！|39music|39歌|39|三玖|39音乐
866,DX,だれかの心臓になれたなら,DX,MASTER,11+,11.6,145,でらっくす (熊),2019-08-22,否,だれかの心臓になれたなら|如果能成为谁的心脏的话|如果能成为谁的心脏|心脏
857,DX,STARTLINER,DX,MASTER,11+,11.6,135,でらっくす (熊),2019-07-26,否,startliner|音击|キミト|内鬼|きみと|君と|wifi满格
852,DX,メルティランドナイトメア,DX,MASTER,11+,11.6,140,でらっくす (熊),2019-07-11,否,メルティランドナイトメア|春卷饭|可爱歌|melty|meltyland|梦魇|小粉|melty land nightmare|原子能酸菜
851,DX,メルト,DX,MASTER,11+,11.6,170,でらっくす (熊),2019-07-11,否,メルト|简笔画|melt|融化|熔化|x儿卜|叉儿卜
810,STD,クレイジークレイジーダンサーズ,STD,MASTER,11+,11.6,172,FiNALE (輝),2019-02-22,否,クレイジークレイジーダンサーズ|女同6|185|二人危险炸弹|尬舞姐妹2|crazy crazy dancers|crazycrazydancers|疯狂疯狂跳舞|魔理沙帕秋莉贴贴|疯狂舞者|ccd|小kib
800,STD,ナイトメア☆パーティーナイト,STD,MASTER,11+,11.6,175,FiNALE (輝),2019-01-11,否,ナイトメア☆パーティーナイト|月下初音|nightmarepartynight|nightmare party night|噩梦派对之夜|華月|华|噩梦派对夜|小丑初音|月初音|初音小摩尔|初音月下舞|华月|月球miku|恶魔派对夜
789,STD,ロキ,STD,MASTER,11+,11.6,150,FiNALE (輝),2018-12-13,否,ロキ|roki|洛基|嘴巴吃烤串|口干|ruaki|㕩|口≠|口丰|信者|口不等号|口半
780,STD,はやくそれになりたい！,STD,MASTER,11+,11.6,185,MiLK+ (雪),2018-11-20,否,はやくそれになりたい！|音街鳗|音街|😫|想快点成为那个样子|i wanna be it|蓝瓶尖叫|想快点变成那个样子
759,STD,えれくとりっく・えんじぇぅ,STD,MASTER,11+,11.6,150,MiLK+ (雪),2018-08-21,否,
733,DX/STD,WARNING×WARNING×WARNING,DX,MASTER,11+,11.6,172,でらっくす (熊),2018-05-08,否,warning×warning×warning|www|warning|条纹过膝袜|注意注意注意|小丑|星条旗|警告警告警告|克劳恩皮丝|万宁星星
691,DX/STD,ようこそジャパリパークへ,DX,MASTER,11+,11.6,170,でらっくす (熊),2017-12-14,否,
658,STD,東京レトロ,STD,MASTER,11+,11.6,126,MURASAKi+ (菫),2017-07-25,否,
656,STD,ラブチーノ,STD,MASTER,11+,11.6,126,MURASAKi+ (菫),2017-07-11,否,ラブチーノ|lovecino|love|love cino
569,STD,恋愛裁判,STD,MASTER,11+,11.6,134,PiNK+ (櫻),2016-06-30,否,恋愛裁判|恋爱裁判|情人节|逆转裁判|18z|有罪|恋爱审判
499,STD,みくみくにしてあげる♪【してやんよ】,STD,MASTER,11+,11.6,160,ORANGE+ (暁),2015-03-19,否,みくみくにしてあげる♪【してやんよ】|📉|狗·眼·①·瞎|飞龙|把你mikumiku掉|mikumiku
477,STD,The Great Journey,STD,MASTER,11+,11.6,135,ORANGE (橙),2014-10-09,否,the great journey|黄金矿工|好旅行|大冒险
447,STD,エピクロスの虹はもう見えない,STD,MASTER,11+,11.6,155,GreeN+ (檄),2014-05-15,否,エピクロスの虹はもう見えない|圣母|虹见|上海红茶馆|再见不到伊壁鸠鲁的彩虹|伊壁鸠鲁
421,STD,YATTA!,STD,MASTER,11+,11.6,133,GreeN+ (檄),2014-02-26,否,yatta!|yatta|胡萝卜|🥕|好耶！|好耶|做到了！|日本露两点低俗曲
387,STD,Living Universe,STD,MASTER,11+,11.6,155,GreeN (超),2013-08-07,否,living universe|活在宇宙|psp2
302,STD,マリアをはげませ,STD,MASTER,11+,11.6,131,maimai (真),2012-09-13,否,マリアをはげませ|玛利亚
299,STD,メグメグ☆ファイアーエンドレスナイト,STD,MASTER,11+,11.6,162,maimai (真),2012-07-11,否,メグメグ☆ファイアーエンドレスナイト|megu|火柴人大战
298,STD,マトリョシカ,STD,MASTER,11+,11.6,205,maimai (真),2012-07-11,否,マトリョシカ|俄罗斯套娃|套娃|😋🤗
290,STD,メランコリック,STD,MASTER,11+,11.6,140,maimai (真),2012-07-11,否,メランコリック|忧郁的心情|melancholic
284,STD,ルカルカ★ナイトフィーバー,STD,MASTER,11+,11.6,160,maimai (真),2012-07-11,否,ルカルカ★ナイトフィーバー|河蟹你全家|绿坝娘|夜里发烧|luka|和谐你全家|lukalukanightfever|rukaruka|露卡露卡|河坝娘|鲁卡鲁卡午夜狂欢|luka luka nightfever
280,STD,NIGHT OF FIRE,STD,MASTER,11+,11.6,155,maimai (真),2012-07-11,否,night of fire|nof|夜火|奶头发炎|niko|头文字d|开幕大火|世终舞厅|逮虾户|目害|乃头发炎
276,STD,Love or Lies,STD,MASTER,11+,11.6,128,maimai (真),2012-07-11,否,love or lies|lol|爱或谎
271,STD,Love You,STD,MASTER,11+,11.6,135,maimai (真),2012-07-11,否,love you|爱你|我喜欢你|喜欢你
168,DX,Soul-ride ON!,DX,MASTER,11+,11.6,146,でらっくす (熊),2019-12-20,否,
166,DX,UNION,DX,MASTER,11+,11.6,178,でらっくす (熊),2019-07-19,否,
162,DX/STD,Daydream café,DX,MASTER,11+,11.6,150,PiNK+ (櫻),2016-06-30,否,
161,DX/STD,シュガーソングとビターステップ,DX,MASTER,11+,11.6,132,PiNK+ (櫻),2016-06-30,否,
160,DX,未完成人,DX,MASTER,11+,11.6,148,でらっくす (熊),2019-07-11,否,
159,DX,新宝島,DX,MASTER,11+,11.6,158,でらっくす (熊),2019-07-11,否,
157,DX,LOSER,DX,MASTER,11+,11.6,121,でらっくす (熊),2019-07-11,否,
151,DX/STD,かくしん的☆めたまるふぉ～ぜっ！,STD,MASTER,11+,11.6,139,PiNK (桃),2015-12-09,否,
140,STD,specialist (“Never More” ver.),STD,MASTER,11+,11.6,128,ORANGE+ (暁),2015-08-13,否,
138,STD,Pursuing My True Self,STD,MASTER,11+,11.6,119,ORANGE+ (暁),2015-08-13,否,
137,STD,ヤバい○○,STD,MASTER,11+,11.6,133,MiLK (白),2018-02-20,否,
136,STD,Stand Up!!!!,STD,MASTER,11+,11.6,185,ORANGE (橙),2014-09-18,否,
130,STD,H-A-J-I-M-A-R-I-U-T-A-!!,STD,MASTER,11+,11.6,140,MURASAKi (紫),2017-04-06,否,
124,STD,SUSHI食べたい feat.ソイソース,STD,MASTER,11+,11.6,135,MURASAKi (紫),2017-03-09,否,
108,STD,青春はNon-Stop！,STD,MASTER,11+,11.6,172,PiNK (桃),2016-03-03,否,
105,STD,naraku within,STD,MASTER,11+,11.6,130,ORANGE (橙),2014-12-04,否,
99,STD,Can Do,STD,MASTER,11+,11.6,200,ORANGE+ (暁),2015-04-16,否,
47,DX,Seize The Day,DX,MASTER,11+,11.6,122,UNiVERSE (宙),2022-01-06,否,
42,DX,うっせぇわ,DX,MASTER,11+,11.6,178,UNiVERSE (宙),2021-09-16,否,
36,DX,God knows...,DX,MASTER,11+,11.6,150,Splash+ (煌),2021-03-18,否,
